3.100000000000000000e+01,2.897000000000000000e+03,4.974100000000000000e+04,3.395000000000000000e+05,1.000000000000000000e+00
4.600000000000000000e+01,2.087000000000000000e+03,2.395300000000000000e+04,9.350000000000000000e+05,1.000000000000000000e+00
2.300000000000000000e+01,1.814000000000000000e+03,2.605600000000000000e+04,1.917000000000000000e+05,0.000000000000000000e+00
9.400000000000000000e+01,1.790000000000000000e+02,3.025000000000000000e+04,7.159000000000000000e+05,0.000000000000000000e+00
2.600000000000000000e+01,3.995000000000000000e+03,3.946600000000000000e+04,7.119000000000000000e+05,0.000000000000000000e+00
7.700000000000000000e+01,2.886000000000000000e+03,4.267200000000000000e+04,5.014000000000000000e+05,0.000000000000000000e+00
5.000000000000000000e+01,2.030000000000000000e+02,4.687700000000000000e+04,2.798000000000000000e+05,1.000000000000000000e+00
2.400000000000000000e+01,1.114000000000000000e+03,4.465800000000000000e+04,3.097000000000000000e+05,1.000000000000000000e+00
8.300000000000000000e+01,6.190000000000000000e+02,2.324700000000000000e+04,7.822000000000000000e+05,0.000000000000000000e+00
6.100000000000000000e+01,2.340000000000000000e+03,1.866000000000000000e+03,4.192000000000000000e+05,0.000000000000000000e+00
5.800000000000000000e+01,3.076000000000000000e+03,1.205800000000000000e+04,6.056000000000000000e+05,0.000000000000000000e+00
6.600000000000000000e+01,4.418000000000000000e+03,4.868800000000000000e+04,6.693000000000000000e+05,1.000000000000000000e+00
7.400000000000000000e+01,1.880000000000000000e+03,1.289000000000000000e+03,3.176000000000000000e+05,0.000000000000000000e+00
5.600000000000000000e+01,4.240000000000000000e+02,1.610500000000000000e+04,4.117000000000000000e+05,1.000000000000000000e+00
4.800000000000000000e+01,4.567000000000000000e+03,2.239800000000000000e+04,1.301000000000000000e+05,0.000000000000000000e+00
8.700000000000000000e+01,3.288000000000000000e+03,3.970200000000000000e+04,4.359000000000000000e+05,0.000000000000000000e+00
7.700000000000000000e+01,2.468000000000000000e+03,2.373100000000000000e+04,6.727000000000000000e+05,1.000000000000000000e+00
2.500000000000000000e+01,4.425000000000000000e+03,3.230300000000000000e+04,9.324000000000000000e+05,0.000000000000000000e+00
6.900000000000000000e+01,1.093000000000000000e+03,2.316500000000000000e+04,9.503000000000000000e+05,1.000000000000000000e+00
3.600000000000000000e+01,4.365000000000000000e+03,2.619700000000000000e+04,1.636000000000000000e+05,0.000000000000000000e+00
7.100000000000000000e+01,4.496000000000000000e+03,1.037200000000000000e+04,7.614000000000000000e+05,0.000000000000000000e+00
1.900000000000000000e+01,3.411000000000000000e+03,3.014000000000000000e+03,2.765000000000000000e+05,0.000000000000000000e+00
6.700000000000000000e+01,3.315000000000000000e+03,4.721000000000000000e+04,6.655000000000000000e+05,0.000000000000000000e+00
3.900000000000000000e+01,2.760000000000000000e+02,5.913000000000000000e+03,9.606000000000000000e+05,0.000000000000000000e+00
3.200000000000000000e+01,3.260000000000000000e+02,4.913900000000000000e+04,3.284000000000000000e+05,1.000000000000000000e+00
5.400000000000000000e+01,1.412000000000000000e+03,3.434600000000000000e+04,3.981000000000000000e+05,1.000000000000000000e+00
4.800000000000000000e+01,4.530000000000000000e+03,3.882500000000000000e+04,8.257000000000000000e+05,0.000000000000000000e+00
7.000000000000000000e+01,1.358000000000000000e+03,2.398600000000000000e+04,8.062000000000000000e+05,1.000000000000000000e+00
7.700000000000000000e+01,4.106000000000000000e+03,1.046000000000000000e+04,2.582000000000000000e+05,1.000000000000000000e+00
4.300000000000000000e+01,4.705000000000000000e+03,2.927000000000000000e+03,4.912000000000000000e+05,1.000000000000000000e+00
2.000000000000000000e+01,3.192000000000000000e+03,1.146000000000000000e+04,4.734000000000000000e+05,1.000000000000000000e+00
5.800000000000000000e+01,4.668000000000000000e+03,3.533200000000000000e+04,4.263000000000000000e+05,0.000000000000000000e+00
5.100000000000000000e+01,3.661000000000000000e+03,4.753400000000000000e+04,9.091000000000000000e+05,1.000000000000000000e+00
7.000000000000000000e+01,4.090000000000000000e+03,3.520900000000000000e+04,5.338000000000000000e+05,0.000000000000000000e+00
6.900000000000000000e+01,4.308000000000000000e+03,2.026100000000000000e+04,1.501000000000000000e+05,1.000000000000000000e+00
